fe69d142079872673d9754764dbc5b7a,s,1
da0a1bda3fd8d0a68960b658af047b1a,s,1
da0a1bda3fd8d0a68960b658af047b1a,s,3
da0a1bda3fd8d0a68960b658af047b1a,s,5
da0a1bda3fd8d0a68960b658af047b1a,f,1
da0a1bda3fd8d0a68960b658af047b1a,s,2
da0a1bda3fd8d0a68960b658af047b1a,f,1
da0a1bda3fd8d0a68960b658af047b1a,s,2
da0a1bda3fd8d0a68960b658af047b1a,f,2
da0a1bda3fd8d0a68960b658af047b1a,s,4
